Configuration,Resolution,Target_FPS,Actual_FPS,Inter_Frame_Delay_ms,Codec,Bitrate_Usb,Host_GPU_CPU_Usage_%,Duration_Sec
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_2M,1080p,30,30,33.33,h265,2M,0.0,30
1080p_30fps_4M,1080p,30,18,55.56,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,28,35.71,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,29,34.48,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,26,38.46,h265,4M,0.0,30
1080p_30fps_4M,1080p,30,30,33.33,h265,4M,0.0,30
1080p_30fps_8M,1080p,30,17,58.82,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,27,37.04,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,29,34.48,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,29,34.48,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,29,34.48,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_8M,1080p,30,30,33.33,h265,8M,0.0,30
1080p_30fps_12M,1080p,30,17,58.82,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,26,38.46,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,27,37.04,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,29,34.48,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,29,34.48,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,29,34.48,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,28,35.71,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,25,40.00,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,31,32.26,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,30,33.33,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,23,43.48,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,18,55.56,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,17,58.82,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,21,47.62,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,19,52.63,h265,12M,0.0,30
1080p_30fps_12M,1080p,30,22,45.45,h265,12M,0.0,30
1080p_30fps_16M,1080p,30,17,58.82,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,21,47.62,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,18,55.56,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,19,52.63,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,28,35.71,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,19,52.63,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,23,43.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,27,37.04,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,26,38.46,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,28,35.71,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,28,35.71,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,28,35.71,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,28,35.71,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,29,34.48,h265,16M,0.0,30
1080p_30fps_16M,1080p,30,30,33.33,h265,16M,0.0,30
1080p_30fps_24M,1080p,30,12,83.33,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,23,43.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,27,37.04,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,27,37.04,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,27,37.04,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,30,33.33,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,28,35.71,h265,24M,0.0,30
1080p_30fps_24M,1080p,30,29,34.48,h265,24M,0.0,30
1080p_30fps_32M,1080p,30,19,52.63,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,24,41.67,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,29,34.48,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,27,37.04,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,29,34.48,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,29,34.48,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,29,34.48,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_30fps_32M,1080p,30,28,35.71,h265,32M,0.0,30
1080p_60fps_2M,1080p,60,17,58.82,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,24,41.67,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,29,34.48,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,28,35.71,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,27,37.04,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,29,34.48,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,29,34.48,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,29,34.48,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,28,35.71,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,27,37.04,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,29,34.48,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,31,32.26,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,31,32.26,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,29,34.48,h265,2M,0.0,30
1080p_60fps_2M,1080p,60,30,33.33,h265,2M,0.0,30
1080p_60fps_4M,1080p,60,17,58.82,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,25,40.00,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,28,35.71,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,28,35.71,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,30,33.33,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,30,33.33,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,30,33.33,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,30,33.33,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,30,33.33,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_4M,1080p,60,29,34.48,h265,4M,0.0,30
1080p_60fps_8M,1080p,60,13,76.92,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,23,43.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,27,37.04,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,27,37.04,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,29,34.48,h265,8M,0.0,30
1080p_60fps_8M,1080p,60,28,35.71,h265,8M,0.0,30
1080p_60fps_12M,1080p,60,16,62.50,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,23,43.48,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,27,37.04,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,26,38.46,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,27,37.04,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,26,38.46,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,30,33.33,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,23,43.48,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,27,37.04,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,29,34.48,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,27,37.04,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_12M,1080p,60,28,35.71,h265,12M,0.0,30
1080p_60fps_16M,1080p,60,17,58.82,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,24,41.67,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,27,37.04,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,29,34.48,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,27,37.04,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,29,34.48,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,29,34.48,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,27,37.04,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,27,37.04,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,27,37.04,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,27,37.04,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_16M,1080p,60,28,35.71,h265,16M,0.0,30
1080p_60fps_24M,1080p,60,12,83.33,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,20,50.00,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,19,52.63,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,23,43.48,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,22,45.45,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,24,41.67,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,23,43.48,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,27,37.04,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,18,55.56,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,17,58.82,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,21,47.62,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,23,43.48,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,21,47.62,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,19,52.63,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,21,47.62,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,21,47.62,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,23,43.48,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,23,43.48,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,21,47.62,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,26,38.46,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,25,40.00,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,23,43.48,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,27,37.04,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,22,45.45,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,21,47.62,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,16,62.50,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,22,45.45,h265,24M,0.0,30
1080p_60fps_24M,1080p,60,22,45.45,h265,24M,0.0,30
1080p_60fps_32M,1080p,60,18,55.56,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,23,43.48,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,24,41.67,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,16,62.50,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,16,62.50,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,20,50.00,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,21,47.62,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,23,43.48,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,27,37.04,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,27,37.04,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,29,34.48,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,29,34.48,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,27,37.04,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,29,34.48,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,29,34.48,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,29,34.48,h265,32M,0.0,30
1080p_60fps_32M,1080p,60,28,35.71,h265,32M,0.0,30
